satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
STARLINK-30168,57513,2023-09-27T16:55:27.000Z,0.3,6.53,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,267.5532401,25.6605582,656.428209,-2.9889841,0.0442354,0.5752392,94.8206108,57.2784876,247.7979782,563.354784,-20.80433535,288.53959033,True,2023-113U,False
STARLINK-30219,57507,2023-09-27T17:00:26.000Z,0.3,6.39,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,266.4938456,24.1297231,673.344894,-3.182759,0.0380329,0.5535769,95.8948333,54.7005209,248.2844186,562.479938,-21.65770043,289.51294508,True,2023-113N,False
STARLINK-30212,57506,2023-09-27T17:04:58.000Z,0.3,6.92,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,252.9932517,21.3675642,791.174807,-4.4435599,0.0628,0.4107737,108.5847104,42.7147309,258.659612,563.075087,-22.42954855,290.40789543,True,2023-113M,False
STARLINK-30212,57506,2023-09-27T17:05:28.000Z,0.3,6.53,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,268.6241218,22.7200218,676.836608,-3.0714453,0.0190555,0.5562359,94.0433161,54.3142302,245.5801481,563.004701,-22.51440839,290.50717583,True,2023-113M,False
KUIPER-00065,64525,2025-09-25T19:35:28.000Z,1.0,5.9,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,,,,276.8506068,-17.7935563,1440.839706,-4.9203494,0.0818031,0.1988266,86.1008788,20.0900492,197.0184142,627.094779,-14.2636778,285.9707765,True,2025-134AB,False
STARLINK-30231,57514,2023-09-29T16:25:59.000Z,0.3,5.9,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,323.4882899,6.1174115,758.384999,3.8822476,-0.1615939,0.4344009,42.0101258,45.3808673,138.8925823,562.325129,-16.3383973,282.53139986,True,2023-113V,False
STARLINK-30082,57509,2023-09-29T16:35:26.000Z,0.3,6.11,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,304.5213229,8.1421397,677.570345,1.8006666,-0.1642696,0.5717412,60.9074505,54.1345893,169.2531339,562.512609,-18.00336697,284.28322929,True,2023-113Q,False
STARLINK-30082,57509,2023-09-29T16:35:57.000Z,0.3,5.82,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,320.5283573,3.1354253,762.147466,3.5525168,-0.1526532,0.4510458,44.8878726,45.0479285,147.6877412,562.341784,-18.09403854,284.37984388,True,2023-113Q,False
STARLINK-30196,57448,2023-10-12T01:43:13.000Z,0.3,6.55,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,116.869818,34.2112076,612.567126,2.6879498,-0.1649639,0.6076518,94.2764372,65.2273775,102.4414969,562.968715,-19.01850741,81.69520097,True,2023-105U,False
STARLINK-30215,57445,2023-10-12T01:48:04.000Z,0.3,6.53,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,109.4055219,35.9280828,586.959895,1.9051144,-0.1306225,0.6700062,87.9664438,72.181403,108.6926071,563.155138,-18.15017556,82.57363094,True,2023-105R,False
STARLINK-30215,57445,2023-10-12T01:48:34.000Z,0.3,6.74,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,130.267728,30.5638411,674.307187,3.7871898,-0.2034186,0.4841747,106.1364683,54.6790364,97.6860543,563.156316,-18.06055448,82.66382622,True,2023-105R,False
STARLINK-30155,57475,2023-10-23T01:47:34.000Z,0.3,6.31,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,128.4428098,32.5582907,615.585383,2.6342635,-0.1114034,0.618736,93.4199312,64.5772822,106.156662,563.031804,-20.58677207,85.98686394,True,2023-107U,False
STARLINK-30155,57475,2023-10-23T01:47:52.000Z,0.3,6.47,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,140.3497693,30.1235869,672.930305,3.6901685,-0.1520801,0.5091762,103.8258323,54.8492373,98.8405258,563.050612,-20.53268049,86.04011072,True,2023-107U,False
STARLINK-30110,57474,2023-10-23T01:52:38.000Z,0.3,6.22,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,133.4376828,32.5198011,628.865282,2.9730258,-0.1402979,0.5858462,97.4556239,61.9422924,102.3598459,563.284495,-19.67279058,86.88314828,True,2023-107T,False
STARLINK-30171,57469,2023-10-23T02:12:58.000Z,0.3,6.63,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,144.0867306,31.7851387,654.237044,3.4976625,-0.197426,0.5197814,106.0994684,57.5931795,98.5398847,563.227738,-15.99926315,90.42513377,True,2023-107N,False
STARLINK-30186,57470,2023-10-23T02:17:34.000Z,0.3,6.45,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,126.2534753,36.1975188,583.764884,1.7825002,-0.1289465,0.677351,90.7132726,73.2636828,110.0736683,563.100446,-15.16793356,91.2165525,True,2023-107P,False
STARLINK-30186,57470,2023-10-23T02:18:04.000Z,0.3,6.61,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,147.4864109,30.7901629,668.051246,3.706554,-0.2071529,0.4924644,109.1465,55.5315099,98.2587644,563.087067,-15.07758349,91.30239868,True,2023-107P,False
STARLINK-30092,57467,2023-10-23T02:27:30.000Z,0.3,6.35,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,121.7266797,36.8359462,572.234161,1.1634318,-0.1029368,0.7088251,87.0187932,78.2210091,121.4808451,563.196652,-13.37377974,92.91635524,True,2023-107L,False
STARLINK-30092,57467,2023-10-23T02:27:51.000Z,0.3,6.6,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,138.6588365,33.5566954,613.618402,2.7233085,-0.1960268,0.5957745,101.1926081,65.0442387,104.1174604,563.180988,-13.31060305,92.97605134,True,2023-107L,False
STARLINK-30092,57467,2023-10-25T02:21:39.000Z,0.3,6.49,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,125.0740872,26.7646726,597.395086,1.8250578,-0.1857702,0.6469684,90.039818,68.9720456,138.7193042,562.953964,-14.85193959,92.49447622,True,2023-107L,False
STARLINK-30213,57504,2023-10-25T02:22:40.000Z,0.3,7.2,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,131.8187709,9.9417831,700.555218,1.2349862,0.1141237,0.5742905,100.3223403,51.2583752,144.1896298,562.318481,-14.66836969,92.66793467,True,2023-113K,False
STARLINK-30213,57504,2023-10-25T02:23:10.000Z,0.3,7.2,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,148.2651859,12.5359057,765.449497,3.0122457,0.0591284,0.491348,115.0317652,44.7731617,121.8402148,562.432706,-14.57809881,92.75319917,True,2023-113K,False
STARLINK-30115,57464,2023-10-25T02:27:00.000Z,0.3,6.77,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,137.7740552,21.3196609,648.228,3.0901121,-0.2101896,0.5405458,102.6739496,58.4767826,126.7552896,562.875575,-13.88625141,93.40600753,True,2023-107H,False
STARLINK-30091,57463,2023-10-25T02:32:16.000Z,0.3,6.97,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,145.444305,16.7346466,702.102986,3.8328709,-0.2004583,0.4608932,111.0273694,51.1416403,123.6199328,562.743908,-12.93649601,94.30063102,True,2023-107G,False
KUIPER-00065,64525,2025-09-25T19:36:07.000Z,1.0,6.3,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,,,,285.9608556,-14.1734681,1263.027133,-4.1459689,0.1048772,0.2521632,77.1421784,24.9473744,188.3898616,627.168512,-14.3630703,286.1034565,True,2025-134AB,False
STARLINK-30074,57508,2023-10-25T02:32:36.000Z,0.3,6.96,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,128.5860537,14.7669547,651.328472,0.8584971,0.1096297,0.624687,96.0783444,57.9365344,149.6381727,562.632302,-12.8764201,94.35717449,True,2023-113P,False
STARLINK-30074,57508,2023-10-25T02:33:09.000Z,0.3,6.91,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,148.6601483,17.044678,716.529487,2.9910055,0.0306484,0.5282018,113.789544,49.5343158,119.8713281,562.748496,-12.77730456,94.45045283,True,2023-113P,False
STARLINK-30177,57305,2023-10-30T15:30:56.000Z,0.3,6.59,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,296.479759,36.5302457,577.406804,-1.4726147,0.1086804,0.6957343,87.9838402,75.8014857,245.6695174,563.241719,-15.41672822,265.4252002,True,2023-096R,False
STARLINK-30177,57305,2023-10-30T15:31:16.000Z,0.3,6.45,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,314.658393,37.3801435,564.393593,0.1903017,-0.0287204,0.7349185,73.560771,83.646858,165.8818689,563.238913,-15.47688823,265.48134436,True,2023-096R,False
STARLINK-30211,57304,2023-10-30T15:36:08.000Z,0.3,6.41,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,306.6168939,37.1229812,566.996498,-0.6512416,0.0328186,0.7286653,79.9425179,81.4829222,223.2603545,563.281616,-16.35572369,266.30236143,True,2023-096Q,False
STARLINK-30193,57414,2023-10-30T15:41:10.000Z,0.3,5.4,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,353.7615099,18.2388833,722.204497,3.289721,0.0086018,0.5134114,39.1501359,48.9308267,115.5797849,562.735668,-17.26550971,267.15439333,True,2023-102L,False
STARLINK-30232,57303,2023-10-30T15:41:42.000Z,0.3,5.68,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,336.0806172,34.0663139,589.664911,1.9856723,-0.1767709,0.6538527,56.1646879,71.3360567,113.4299518,563.248555,-17.36195369,267.24486671,True,2023-096P,False
STARLINK-30232,57303,2023-10-30T15:42:12.000Z,0.3,5.3,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,355.7928129,27.727886,678.993056,3.8385607,-0.2239985,0.4680448,38.4328904,54.06163,102.4510799,563.210148,-17.45237658,267.32972089,True,2023-096P,False
STARLINK-30222,57409,2023-10-30T15:46:18.000Z,0.3,5.34,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,358.3560473,19.7333972,733.462295,3.6429492,-0.017233,0.4901991,34.8730324,47.7892953,110.6511632,562.788108,-18.19406171,268.02687807,True,2023-102F,False
STARLINK-30233,57302,2023-10-30T15:46:54.000Z,0.3,5.34,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,343.9991702,31.3818345,612.441384,2.6602488,-0.2100135,0.5948442,49.2064847,65.2746729,110.1701485,563.048347,-18.30262951,268.12911264,True,2023-096N,False
STARLINK-30202,57293,2023-10-30T15:47:21.000Z,0.3,5.58,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,331.961845,29.7659302,557.431654,1.6753835,-0.1861577,0.7024163,59.381473,71.6503024,133.5516779,533.345975,-18.38405965,268.20582572,True,2023-096D,False
STARLINK-30182,57412,2023-10-30T15:50:48.000Z,0.3,5.64,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,340.7618907,21.1104359,636.460651,1.8460089,0.0437702,0.6303262,51.3892804,60.4412873,131.8685313,562.761378,-19.00845944,268.79505337,True,2023-102J,False
STARLINK-30182,57412,2023-10-30T15:51:08.000Z,0.3,5.39,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,353.4571917,21.4010183,686.48894,3.1088481,-0.0113361,0.5472518,39.5737225,53.0355487,115.0903904,562.816927,-19.06879614,268.8520897,True,2023-102J,False
STARLINK-30201,57301,2023-10-30T15:52:05.000Z,0.3,5.26,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,350.5746001,28.5146222,640.008781,3.2215593,-0.2240364,0.5364687,43.1023536,59.9074468,108.9552831,563.18974,-19.24076192,269.01474944,True,2023-096M,False
STARLINK-30170,57431,2023-10-30T16:02:15.000Z,0.3,6.43,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,324.9631124,-0.8180034,757.217557,-1.1574881,0.1467138,0.522823,70.1709127,45.4513023,173.4924947,562.063492,-21.081341,270.76623174,True,2023-105B,False
STARLINK-30230,57503,2023-10-31T02:24:53.000Z,0.3,6.63,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,132.3823495,25.1369452,603.697287,1.9506358,-0.1897449,0.635207,90.8664431,67.3033082,139.8479838,562.888829,-15.52771466,94.67790865,True,2023-113J,False
STARLINK-30149,57516,2023-10-31T02:29:54.000Z,0.3,6.51,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,132.1983993,23.59111,606.418963,1.8848003,-0.1864581,0.6349501,91.120824,66.5914855,144.705928,562.723669,-14.62457784,95.52278848,True,2023-113Y,False
STARLINK-30203,57498,2023-10-31T02:35:16.000Z,0.3,6.88,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,144.7533733,17.8892078,662.317929,3.1686682,-0.201434,0.5273966,104.0346577,56.275428,131.9763295,562.638933,-13.65986125,96.42440297,True,2023-113D,False
STARLINK-30114,56826,2023-11-08T01:44:39.000Z,0.3,7.01,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,132.5746234,-7.0368157,878.765962,-0.1806077,0.1445527,0.4517891,91.9561383,36.5953077,157.1971388,561.927011,-24.44110654,89.79008931,True,2023-079D,False
KUIPER-00065,64525,2025-09-25T19:36:35.000Z,1.0,4.1,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,,,,293.8200866,-10.9676317,1157.317871,-3.3702044,0.1242706,0.2960979,69.2245802,28.5363071,180.1209458,627.22427,-14.4343882,286.1987828,True,2025-134AB,False
STARLINK-30114,56826,2023-11-08T01:45:09.000Z,0.3,6.92,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,146.0281105,-2.764358,897.751885,1.4290343,0.1365092,0.4345071,103.6629365,35.509551,139.9758825,562.087896,-24.35073288,89.8765704,True,2023-079D,False
STARLINK-30123,56838,2023-11-08T01:50:07.000Z,0.3,7.08,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,145.4978195,-1.5485933,865.26778,1.3500269,0.1359481,0.4535256,102.8098827,37.404511,141.2379853,561.774024,-23.45303804,90.73232954,True,2023-079R,False
STARLINK-30136,56844,2023-11-08T01:54:35.000Z,0.3,5.21,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,128.4267171,-5.007794,823.69575,-0.7021273,0.1449281,0.4823232,87.418967,40.1415737,164.7582318,561.726786,-22.64585487,91.49714545,True,2023-079X,False
STARLINK-30136,56844,2023-11-08T01:55:05.000Z,0.3,5.11,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,142.9960506,-0.7003684,828.877357,1.042076,0.1377995,0.4781969,100.1674363,39.7972405,145.0829504,561.880652,-22.5555134,91.58249448,True,2023-079X,False
STARLINK-30138,57605,2023-11-08T03:00:49.000Z,0.3,6.36,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,122.4407457,33.5726922,574.948881,-0.9096294,-0.0039446,0.716741,72.6918721,76.7911197,223.4648901,563.011459,-10.78319063,102.53797507,True,2023-119D,False
STARLINK-30138,57605,2023-11-08T03:01:09.000Z,0.3,6.55,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,139.6719551,32.2631757,573.422444,0.759214,-0.1245058,0.7095665,87.0634423,77.5058861,154.7344377,562.982748,-10.72438629,102.59305336,True,2023-119D,False
STARLINK-30151,56827,2023-11-09T02:40:42.000Z,0.3,6.32,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,133.0496488,26.7098381,587.678558,0.0301567,0.1047723,0.6992057,82.0912477,72.6987338,168.584855,565.322423,-14.5591985,99.42705217,True,2023-079E,False
STARLINK-30152,56828,2023-11-09T02:42:13.000Z,0.3,5.5,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,149.0419228,28.1683134,601.334715,1.6346182,0.0077314,0.6732324,95.108277,67.9763083,128.6722169,563.147898,-14.28886855,99.67728464,True,2023-079F,False
STARLINK-30138,57605,2023-11-09T02:58:02.000Z,0.3,6.42,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,133.3193061,25.9498896,586.517972,0.343566,-0.1229464,0.6969985,82.5073055,72.2091124,180.8903667,562.817531,-11.48267864,102.28481508,True,2023-119D,False
STARLINK-30138,57605,2023-11-09T02:58:31.000Z,0.3,6.76,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,153.9417947,21.0324255,629.300635,2.5298022,-0.1999778,0.585772,101.9603334,61.7428622,137.1188161,562.737337,-11.39733267,102.36451315,True,2023-119D,False
STARLINK-30311,57637,2023-11-11T01:54:15.000Z,0.3,6.09,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,152.2679233,33.3754582,625.04619,2.9830832,-0.1914155,0.5745105,93.7684176,62.6159675,101.1698344,562.98419,-23.31207729,92.10017057,True,2023-122F,False
STARLINK-30306,57633,2023-11-11T02:14:15.000Z,0.3,6.36,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,150.267545,33.3285499,603.338335,2.4356749,-0.1952951,0.6181757,92.2344925,67.4909151,108.9347336,563.245039,-19.70549143,95.46144721,True,2023-122B,False
STARLINK-30306,57633,2023-11-11T02:14:44.000Z,0.3,6.54,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,167.995817,27.0428619,699.635758,4.0832243,-0.220705,0.4380451,108.7107327,51.4973614,101.2032916,563.211457,-19.61853174,95.54192674,True,2023-122B,False
STARLINK-30137,56843,2023-11-11T02:46:00.000Z,0.3,6.08,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,135.5314308,37.6788085,564.252373,0.2673087,-0.0155928,0.7352711,79.4764439,83.5290167,158.5575028,562.979258,-14.02581974,100.70442853,True,2023-079W,False
STARLINK-30137,56843,2023-11-11T02:46:19.000Z,0.3,6.01,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,152.4916732,36.1481718,584.294825,1.8153312,-0.1380152,0.6740891,92.79189,73.0307981,109.923034,562.978564,-13.96958436,100.75645819,True,2023-079W,False
